feature,importance
horse_last_finish,103089.44499206543
horse_last3_avg_finish,91922.08190107346
jockey_top3_rate,45318.327288627625
prev_finish_category,32720.28765964508
horse_avg_c4_gap,31301.76549911499
horse_front_runner_rate,25774.742609500885
jockey_win_rate,21105.707394599915
horse_top3_rate,13691.61661529541
surface_switch_flag,13606.810974121094
post_style_conflict,11811.233381271362
horse_c4_gap_avg,9096.682791233063
horse_avg_finish,8502.425495147705
horse_total_races,8471.449060440063
distance_change,7671.444613456726
heavy_track_fit,6570.897951126099
trainer_top3_rate,6224.702509880066
front_runner_competition,5553.577191352844
age,5305.552797317505
race_class,5083.780492782593
track_condition_encoded,5059.499053955078
trainer_win_rate,4599.393326759338
field_size,3729.6823902130127
horse_weight,2432.2075967788696
horse_avg_c4_pos,2350.551073074341
course_final_straight_m,2038.3553085327148
horse_last3f_rank_avg,1970.214098930359
venue_expected_pace,1860.824598312378
horse_win_rate,1423.6248970031738
style_straight_match,1393.102505683899
basis_weight,1155.9115924835205
distance_m,988.0727958679199
bracket_bias,824.4188919067383
prev_race_class,611.249192237854
track_surface_encoded,608.4697036743164
horse_last3f_avg,545.8617992401123
distance_extend_flag,526.990800857544
straight_ratio,469.0947074890137
horse_position_improvement_avg,399.2294406890869
horse_running_style,380.264892578125
race_front_runner_count,151.5694236755371
trainer_races,138.11579704284668
course_start_to_corner_m,128.27860260009766
class_change,112.93790054321289
pace_style_match_score,63.7741003036499
horse_days_since_last,28.013669967651367
rest_days_optimal,0.0
course_corner_count,0.0
front_slope_disadvantage,0.0
is_long_straight,0.0
jockey_races,0.0
course_turn_direction,0.0
course_is_outer,0.0
course_slope_percent,0.0
sire_win_rate,0.0
sire_races,0.0
venue_pace_avg,0.0
is_chitose_bred,0.0
distance_category_encoded,0.0
bracket_number,0.0
sex_encoded,0.0
is_class_up,0.0
is_class_down,0.0
weight_trend,0.0
basis_weight_light_flag,0.0
horse_c4_leader_rate,0.0
closer_long_straight_advantage,0.0
