feature,importance
horse_weight,373.692312464118
basis_weight_zscore,368.70446901849937
horse_weight_diff_from_avg,304.4953187449137
age_zscore,291.3631875663996
weight_diff_from_avg,271.73385194689035
horse_number,162.20105248875916
horse_weight_change,154.9858410358429
horse_weight_zscore,151.2492271065712
day_of_meeting,119.86095318198204
basis_weight,78.00422024726868
distance_m,70.3712797164917
past_10_finish_position_max,69.26386976242065
leader_ratio,33.88197994232178
pace_fit_score,30.91076970100403
bracket_is_middle,29.70729970932007
past_10_last_3f_time_max,24.21964955329895
n_leaders,18.536919832229614
age,13.579604983329773
track_芝,13.37598979473114
bracket_is_outer,9.920500040054321
track_ダート,5.166210174560547
bracket_is_inner,4.632879972457886
sex_牡,2.6202099323272705
past_3_passing_order_4_std,0.0
past_5_finish_position_std,0.0
past_5_last_3f_time_max,0.0
past_3_passing_order_4_median,0.0
past_5_finish_position_median,0.0
past_3_passing_order_4_mean,0.0
past_5_finish_position_mean,0.0
past_5_finish_position_max,0.0
past_3_passing_order_1_max,0.0
past_3_passing_order_4_max,0.0
past_3_passing_order_1_std,0.0
past_3_passing_order_1_median,0.0
past_3_passing_order_1_mean,0.0
past_5_last_3f_time_median,0.0
past_3_last_3f_time_std,0.0
past_3_last_3f_time_median,0.0
past_3_last_3f_time_mean,0.0
past_3_last_3f_time_max,0.0
past_5_last_3f_time_mean,0.0
prev_distance_m,0.0
past_5_last_3f_time_std,0.0
sex_セ,0.0
venue_races,0.0
venue_change,0.0
venue_avg_finish,0.0
surface_races,0.0
surface_change,0.0
surface_avg_last3f,0.0
surface_avg_finish,0.0
sex_牝,0.0
round_of_year,0.0
past_5_passing_order_1_max,0.0
past_3_finish_position_median,0.0
past_5_passing_order_4_std,0.0
past_5_passing_order_4_median,0.0
past_5_passing_order_4_mean,0.0
past_5_passing_order_4_max,0.0
past_5_passing_order_1_std,0.0
past_5_passing_order_1_median,0.0
past_5_passing_order_1_mean,0.0
past_3_finish_position_std,0.0
past_1_passing_order_1_mean,0.0
past_3_finish_position_mean,0.0
past_10_passing_order_1_mean,0.0
past_10_last_3f_time_std,0.0
past_10_last_3f_time_median,0.0
past_10_last_3f_time_mean,0.0
past_10_finish_position_std,0.0
past_10_finish_position_median,0.0
past_10_finish_position_mean,0.0
is_trainer_id_changed,0.0
is_rest_return,0.0
is_lone_leader,0.0
is_jockey_id_changed,0.0
is_distance_shortened,0.0
is_distance_lengthened,0.0
distance_change,0.0
dist_races,0.0
dist_avg_time,0.0
dist_avg_finish,0.0
days_since_last_race,0.0
bias_seasonal_score,0.0
bias_dynamic_score,0.0
past_10_passing_order_1_max,0.0
past_10_passing_order_1_median,0.0
past_3_finish_position_max,0.0
past_10_passing_order_1_std,0.0
past_1_passing_order_4_std,0.0
past_1_passing_order_4_median,0.0
past_1_passing_order_4_mean,0.0
past_1_passing_order_4_max,0.0
past_1_passing_order_1_std,0.0
past_1_passing_order_1_median,0.0
past_1_passing_order_1_max,0.0
past_1_last_3f_time_std,0.0
past_1_last_3f_time_median,0.0
past_1_last_3f_time_mean,0.0
past_1_last_3f_time_max,0.0
past_1_finish_position_std,0.0
past_1_finish_position_median,0.0
past_1_finish_position_mean,0.0
past_1_finish_position_max,0.0
past_10_passing_order_4_std,0.0
past_10_passing_order_4_median,0.0
past_10_passing_order_4_mean,0.0
past_10_passing_order_4_max,0.0
year,0.0
