roi,hit_rate,bet_count,hit_count,pop1_rate,pop1_roi,non_pop1_roi,dark_horse_rate,dark_horse_roi,year
71.93053545586108,19.450072358900144,3455,672,35.42691751085383,70.7107843137255,72.5997310623039,30.361794500723587,69.48522402287894,2025
83.52055587724378,21.569195136074118,3454,745,34.423856398378696,78.73002523128679,86.03532008830021,32.31036479444123,89.90143369175627,2024
71.29629629629629,19.53125,3456,675,34.02777777777778,80.01700680272108,66.7982456140351,33.59375,66.77863910422049,2023
87.49710648148148,21.03587962962963,3456,727,32.63888888888889,81.05496453900709,90.61855670103093,34.11458333333333,97.31976251060217,2022
79.29398148148147,19.994212962962962,3456,691,33.738425925925924,82.24699828473413,77.79039301310044,30.931712962962965,80.69223573433116,2021
80.33854166666666,19.96527777777778,3456,690,34.60648148148148,82.31605351170569,79.29203539823008,32.320601851851855,88.67502238137868,2020
69.79432213209734,19.235225955967554,3452,664,34.21205098493627,78.66215071972904,65.18273888154998,32.850521436848204,59.46208112874779,2019
80.85697741748697,16.444701795020265,3454,568,23.161551823972207,71.525,83.66993217784476,44.06485234510712,86.58344283837057,2018
