roi,hit_rate,bet_count,hit_count,pop1_rate,pop1_roi,non_pop1_roi,pop_roi,year
71.34008683068018,20.260492040520983,3455,700,37.250361794500726,71.002331002331,71.54059040590406,"{'1人気': 71.002331002331, '2-3人気': 76.65849673202614, '4-6人気': 62.12025316455697, '7-10人気': 84.65384615384616}",2025
83.90561667631731,22.929936305732486,3454,792,37.55066589461494,78.43484965304549,87.19517848864163,"{'1人気': 78.43484965304549, '2-3人気': 88.7260034904014, '4-6人気': 72.64792899408283, '7-10人気': 143.4230769230769}",2024
73.86574074074073,20.71759259259259,3456,716,36.40046296296296,79.06200317965023,70.89171974522293,"{'1人気': 79.06200317965023, '2-3人気': 71.75972927241962, '4-6人気': 63.308931185944374, '7-10人気': 88.73188405797102}",2023
83.09317129629629,21.672453703703702,3456,749,35.85069444444444,81.1864406779661,84.15877311682452,"{'1人気': 81.1864406779661, '2-3人気': 82.51299826689775, '4-6人気': 78.68312757201646, '7-10人気': 66.13475177304964}",2022
83.42881944444443,21.09375,3456,729,37.210648148148145,78.74805598755832,86.20276497695852,"{'1人気': 78.74805598755832, '2-3人気': 78.85382059800665, '4-6人気': 77.92063492063492, '7-10人気': 150.47970479704793}",2021
79.18981481481481,21.75925925925926,3456,752,38.71527777777778,82.43647234678625,77.13881019830028,"{'1人気': 82.43647234678625, '2-3人気': 73.04909560723513, '4-6人気': 83.04761904761907, '7-10人気': 110.29411764705883}",2020
67.70278099652374,19.785631517960603,3452,683,36.21089223638471,77.576,62.09809264305177,"{'1人気': 77.576, '2-3人気': 73.43616109682948, '4-6人気': 48.34848484848485, '7-10人気': 67.35915492957747}",2019
81.0828025477707,19.97683844817603,3454,690,32.04979733642154,75.21228545618789,83.85172560715807,"{'1人気': 75.21228545618789, '2-3人気': 80.5867560771165, '4-6人気': 89.55882352941175, '7-10人気': 61.88552188552189}",2018
