roi,hit_rate,bet_count,hit_count,pop1_rate,pop1_roi,non_pop1_roi,year
72.65991316931984,20.0,3455,691,37.27930535455861,68.34627329192546,75.22381172127365,2025
83.88245512449335,22.727272727272727,3454,785,36.94267515923567,79.05172413793103,86.71258034894397,2024
78.15393518518519,20.572916666666664,3456,711,37.47106481481482,76.2084942084942,79.31975937066173,2023
80.8275462962963,20.60185185185185,3456,712,34.9537037037037,78.89900662251655,81.86387900355871,2022
74.98842592592594,19.90740740740741,3456,688,35.96643518518518,77.17618664521318,73.75960234975148,2021
79.6267361111111,21.64351851851852,3456,748,38.51273148148148,81.11945905334333,78.69176470588235,2020
68.95712630359212,20.046349942062573,3452,692,37.10892236384705,77.24434035909445,64.0672501151543,2019
80.85987261146497,19.65836711059641,3454,679,30.631152287203246,76.00189035916823,83.00500834724541,2018
