group,avg_roi,std_roi,min_roi,max_roi,total_count,years_with_data,years_above_70,years_above_80,is_reproducible,is_strongly_reproducible,yearly_rois
芝_old_long,81.72909004479169,7.7377860781878285,76.33495145631069,95.0,1666,4,4,1,True,False,"[76.33495145631069, 76.51442307692308, 79.06698564593302, 95.0]"
芝_young_short,78.59520296598947,9.581173395356627,65.0,92.06818181818183,1741,4,3,1,True,False,"[65.0, 79.30337078651685, 78.00925925925925, 92.06818181818183]"
ダート_old_long,78.55607637858465,11.364054609470296,60.141176470588235,90.55427251732102,1702,4,3,2,True,False,"[90.55427251732102, 60.141176470588235, 84.30555555555556, 79.22330097087378]"
芝_young_long,76.00479022815998,9.794898694608653,65.31468531468533,87.21311475409836,1730,4,2,2,False,False,"[65.31468531468533, 84.22273781902551, 87.21311475409836, 67.2686230248307]"
ダート_old_short,75.03463989328084,5.935827558650209,66.89156626506025,81.21718377088307,1661,4,3,2,True,False,"[80.1670644391408, 66.89156626506025, 81.21718377088307, 71.86274509803921]"
芝_old_short,74.00103138174862,14.458677869558201,54.942263279445726,91.16666666666666,1654,4,2,2,False,False,"[84.3424317617866, 91.16666666666666, 65.55276381909547, 54.942263279445726]"
ダート_young_short,72.6595419635934,6.251969227994511,61.88095238095238,77.12264150943396,1706,4,3,0,True,False,"[76.21004566210046, 61.88095238095238, 77.12264150943396, 75.4245283018868]"
ダート_young_long,68.8513550581523,5.655494180187977,60.45918367346938,74.66501240694788,1600,4,2,0,False,False,"[74.66501240694788, 60.45918367346938, 66.94789081885857, 73.33333333333331]"
障害_old_long,58.749340821123276,15.352797840579997,38.8421052631579,80.97826086956522,361,4,1,1,False,False,"[38.8421052631579, 80.97826086956522, 62.57425742574257, 52.6027397260274]"
