roi,hit_rate,bet_count,hit_count,pop1_rate,pop1_roi,non_pop1_roi,year
71.75976845151955,19.421128798842258,3455,671,35.97684515195369,69.21962992759451,73.1871609403255,2025
86.26230457440649,21.829762594093804,3454,754,34.394904458598724,80.53872053872053,89.26301853486319,2024
75.58738425925927,19.618055555555554,3456,678,33.27546296296296,80.18260869565218,73.29575021682567,2023
85.71469907407408,20.54398148148148,3456,710,32.72569444444444,79.99115826702034,88.4989247311828,2022
76.98206018518519,20.109953703703702,3456,695,35.59027777777778,79.54471544715447,75.56603773584905,2021
81.94733796296296,21.46990740740741,3456,742,36.68981481481482,84.45583596214512,80.49360146252285,2020
67.41309385863268,19.43800695249131,3452,671,36.095017381228274,75.75441412520065,62.701722574796,2019
80.33873769542559,18.99247249565721,3454,656,28.86508396062536,74.29287863590773,82.79202279202279,2018
