year,total_races,tansho_roi_from_win_odds,tansho_roi_from_returns,tansho_difference,fukusho_roi_actual,fukusho_roi_estimate,fukusho_difference,odds_1_2_tansho_actual,odds_1_2_fukusho_actual,odds_1_2_count,odds_2_5_tansho_actual,odds_2_5_fukusho_actual,odds_2_5_count,odds_5_10_tansho_actual,odds_5_10_fukusho_actual,odds_5_10_count,odds_10_20_tansho_actual,odds_10_20_fukusho_actual,odds_10_20_count,odds_20_50_tansho_actual,odds_20_50_fukusho_actual,odds_20_50_count,odds_50_1000_tansho_actual,odds_50_1000_fukusho_actual,odds_50_1000_count,umatan_hit_count,umatan_total,umatan_roi_actual,umatan_avg_payout,umatan_h1_avg_odds,umatan_h2_avg_odds
2025,3455,71.6671490593343,59.6121562952243,-12.054992764110004,63.73950795947901,75.1731789676797,-11.43367100820069,57.373271889400925,70.85253456221197,434,54.61908030199039,66.12216884008237,1457,59.60709759188846,58.16223067173637,789,69.83050847457626,58.401937046004846,413,100.03906250000001,73.0078125,256,0.0,41.79245283018867,106,118,3455,42.526772793053546,12.451694915254238,3.3161016949152544,5.8669491525423725
2024,3454,82.77649102489868,80.45454545454544,-2.321945570353236,77.2408801389693,78.42115421733257,-1.1802740783632686,74.87012987012986,84.97835497835496,462,77.46962115797,81.25089349535382,1399,75.1985111662531,72.08436724565756,806,95.18957345971565,68.95734597156398,422,89.48818897637796,71.5748031496063,254,102.79279279279278,76.3963963963964,111,126,3454,72.54198031268095,19.88571428571429,4.16904761904762,6.041269841269841
