race_id,horse_number,popularity,win_odds,pred_prob,pred_rank,finish_position,is_winner
202307040606,7,7,15.8,0.049775381660168726,9,2.0,False
202307040606,12,10,28.5,0.026662465111160095,13,3.0,False
202307040606,11,8,19.0,0.03787020470373033,11,4.0,False
202307040606,8,16,224.2,0.01326915818104644,16,5.0,False
202307040606,15,4,8.1,0.062019645522332294,8,6.0,False
202307040606,4,3,5.7,0.07222388318959118,6,7.0,False
202307040606,5,15,179.1,0.025320960814269267,14,8.0,False
202307040606,1,5,10.0,0.09587089685683346,3,9.0,False
202307040606,2,6,15.1,0.08035326964656005,5,10.0,False
202307040606,3,13,72.0,0.024821063450588682,15,11.0,False
202307040606,14,14,73.8,0.045208948008933755,10,12.0,False
202307040606,6,12,71.3,0.036777772816580505,12,13.0,False
202307040606,9,2,5.6,0.2060869928806227,1,14.0,False
202307040606,10,9,22.8,0.08341778217971053,4,15.0,False
202307040606,16,11,32.7,0.06358847853494302,7,16.0,False
202102010512,7,2,4.5,0.11452995868761721,6,1.0,True
202102010512,10,9,17.6,0.14085271139290714,3,2.0,False
202102010512,11,5,7.9,0.1474864372098898,2,3.0,False
202102010512,6,6,8.6,0.124712196381614,5,4.0,False
202102010512,5,12,57.1,0.020227013160746658,12,5.0,False
202102010512,4,4,7.6,0.08355384852471869,9,6.0,False
202102010512,2,7,16.7,0.10065366884092232,8,7.0,False
202102010512,3,1,4.3,0.20935886166894752,1,8.0,False
202102010512,13,3,6.0,0.10968023051318786,7,9.0,False
202102010512,9,10,28.3,0.06784910134077224,10,10.0,False
202102010512,8,11,36.1,0.02313505466624061,11,11.0,False
202102010512,12,13,98.2,0.01735227600492154,13,12.0,False
202102010512,1,8,17.5,0.12911462483713135,4,13.0,False
202309020609,4,2,4.3,0.257174310285121,3,1.0,True
202309020609,10,4,5.7,0.2987703559610763,2,2.0,False
202309020609,8,6,13.5,0.2390914065282741,4,3.0,False
202309020609,3,3,5.2,0.11402543885034312,9,4.0,False
202309020609,5,1,3.3,0.5104664254261881,1,5.0,False
202309020609,7,8,20.5,0.10502051530533829,10,6.0,False
202309020609,9,5,8.5,0.23414544585549987,5,7.0,False
202309020609,1,9,33.8,0.19058040449592017,6,8.0,False
202309020609,6,10,62.0,0.18784837504975224,7,9.0,False
202309020609,2,7,14.2,0.15932984978225045,8,10.0,False
202009060710,9,3,5.1,0.35419503441461675,1,1.0,True
202009060710,1,2,4.9,0.15530151287854815,2,2.0,False
202009060710,7,6,18.4,0.10184728107685295,5,3.0,False
202009060710,10,9,120.1,0.007166026752978058,11,4.0,False
202009060710,5,1,1.8,0.12137417294970684,4,5.0,False
202009060710,2,10,122.5,0.00998749971806528,9,6.0,False
202009060710,4,5,12.7,0.01844750088502207,8,7.0,False
202009060710,3,11,123.8,0.00973221918483638,10,8.0,False
202009060710,8,4,11.1,0.14421505381826175,3,9.0,False
202009060710,6,8,50.5,0.05285969886782285,7,10.0,False
202009060710,11,7,20.4,0.08544259929126656,6,11.0,False
202402010607,2,1,1.6,0.2801743450500547,1,1.0,True
202402010607,3,5,12.7,0.06165671616474289,7,2.0,False
202402010607,7,10,81.6,0.01524884196755996,10,3.0,False
202402010607,9,2,6.0,0.1902534033552473,2,4.0,False
202402010607,4,4,9.6,0.13806085968209508,4,5.0,False
202402010607,8,7,25.4,0.06509465745630827,6,6.0,False
202402010607,5,3,8.3,0.12835939144381403,5,7.0,False
202402010607,10,8,28.9,0.03693384961244369,9,8.0,False
202402010607,1,6,18.5,0.1541938894654493,3,9.0,False
202402010607,6,9,50.9,0.0564094199966248,8,10.0,False
202305020304,5,1,2.0,0.4333087596818424,2,1.0,True
202305020304,7,3,8.0,0.20977079386282096,4,2.0,False
202305020304,11,4,8.1,0.018134716821820024,9,3.0,False
202305020304,4,7,16.3,0.06943116012414306,7,4.0,False
202305020304,12,6,11.3,0.2210073337119067,3,5.0,False
202305020304,10,5,11.1,0.06748000756905373,8,6.0,False
202305020304,6,8,53.0,0.08333969064215642,6,7.0,False
202305020304,8,10,160.9,0.0035511774777437837,10,8.0,False
202305020304,3,2,4.2,0.44071958766059527,1,9.0,False
202305020304,9,9,60.5,0.11210336818516499,5,10.0,False
202305020304,2,12,593.3,0.0025371084033562275,11,11.0,False
202305020304,1,11,170.3,0.001503433927182789,12,12.0,False
202504020306,5,1,2.6,0.4669081338240971,1,1.0,True
202504020306,1,2,4.3,0.033531931517962896,10,2.0,False
202504020306,9,6,21.6,0.04052083472595263,9,3.0,False
202504020306,10,9,41.8,0.0914070287696255,5,4.0,False
202504020306,13,4,6.9,0.12390595331290608,4,5.0,False
202504020306,8,10,47.0,0.023105561664112866,13,6.0,False
202504020306,3,8,28.0,0.0740784982755948,7,7.0,False
202504020306,4,7,24.6,0.0790354849383394,6,8.0,False
202504020306,14,3,5.7,0.06867983200375115,8,9.0,False
202504020306,15,11,86.9,0.0017806454864258683,15,10.0,False
202504020306,11,13,217.1,0.023570845336418934,12,11.0,False
202504020306,6,12,130.8,0.0058413582160735346,14,12.0,False
202504020306,2,5,7.6,0.1322943281379847,3,13.0,False
202504020306,7,14,307.4,0.029543892528941077,11,14.0,False
202405040512,12,2,5.6,0.33028560437699606,2,1.0,True
202405040512,4,1,1.9,0.3704584259858825,1,2.0,False
202405040512,6,7,20.7,0.07707828175908041,11,3.0,False
202405040512,10,8,32.9,0.10433392963495966,6,4.0,False
202405040512,7,3,6.2,0.12403480217121285,5,5.0,False
202405040512,8,5,11.4,0.07955972030828548,10,6.0,False
202405040512,3,6,16.3,0.14985204169968003,4,7.0,False
202405040512,5,9,39.3,0.19488218884525574,3,8.0,False
202405040512,1,11,94.7,0.0837005796259981,9,9.0,False
202405040512,2,10,80.3,0.09882525210642357,7,10.0,False
202405040512,11,12,216.8,0.006556423601884757,12,11.0,False
202405040512,9,4,9.0,0.08521944751539975,8,12.0,False
202209040510,8,1,1.8,0.3820015290920342,1,1.0,True
202209040510,1,3,4.8,0.22558425861251988,3,2.0,False
202209040510,4,6,18.2,0.18543704245815942,4,3.0,False
202209040510,7,8,54.9,0.09225328704496247,9,4.0,False
202209040510,2,9,57.3,0.10401092558687113,7,5.0,False
202209040510,5,2,4.6,0.37624058962707313,2,6.0,False
202209040510,3,5,13.2,0.1796143119619402,5,7.0,False
202209040510,9,7,50.2,0.122104503338874,6,8.0,False
202209040510,6,4,10.3,0.09829751453779981,8,9.0,False
202109030409,1,2,5.1,0.23837821273643786,3,1.0,True
202109030409,5,6,9.7,0.10286640823714009,7,2.0,False
202109030409,6,7,19.2,0.10645607761006823,6,3.0,False
202109030409,10,3,5.2,0.32428836807409583,1,4.0,False
202109030409,12,11,59.4,0.03577983437759412,11,5.0,False
202109030409,11,1,3.6,0.18362422090590985,5,6.0,False
202109030409,2,5,6.2,0.22819808777969772,4,7.0,False
202109030409,4,10,53.2,0.09031314695704906,8,8.0,False
202109030409,3,4,5.4,0.2736730785340096,2,9.0,False
202109030409,9,12,144.8,0.03442770364305426,12,10.0,False
202109030409,7,9,50.4,0.06552129321631174,10,11.0,False
202109030409,8,8,31.1,0.06865444330522232,9,12.0,False
202406020111,2,3,5.2,0.1903061616917795,2,1.0,True
202406020111,5,5,6.4,0.18129686246684312,3,2.0,False
202406020111,7,6,10.9,0.06365506234426264,9,3.0,False
202406020111,11,1,3.7,0.12043847395417703,4,4.0,False
202406020111,6,10,40.5,0.07045491886358067,6,5.0,False
202406020111,10,8,27.5,0.05713196946832114,10,6.0,False
202406020111,8,9,36.1,0.06687189241174228,8,7.0,False
202406020111,4,7,23.5,0.06879620472630579,7,8.0,False
202406020111,9,11,142.0,0.010904969870352322,11,9.0,False
202406020111,1,2,4.3,0.1958205057265063,1,10.0,False
202406020111,3,4,5.4,0.1006481684662161,5,11.0,False
202202010808,5,2,2.7,0.19293813884188468,2,1.0,True
202202010808,2,1,2.0,0.22199609394080788,1,2.0,False
202202010808,4,5,28.0,0.031089230711519297,5,3.0,False
202202010808,7,8,56.4,0.014566285034195749,9,4.0,False
