feature,importance
horse_weight_zscore,2564
horse_weight_diff_from_avg,2556
gap_ability_popularity,2487
basis_weight_zscore,2439
weight_diff_from_avg,2118
bracket_avg_finish,1988
pace_fit_score,1821
bms_avg_finish,1820
bms_win_rate,1810
trainer_win_rate,1678
combo_overperform,1672
sire_course_win_rate,1616
trainer_新潟_win_rate,1583
horse_number,1580
sire_win_rate,1565
sire_avg_finish,1564
sire_course_avg_finish,1558
age_zscore,1544
combo_avg_finish,1515
trainer_東京_win_rate,1439
trainer_福島_win_rate,1342
trainer_中山_win_rate,1336
nicks_avg_finish,1332
trainer_中京_win_rate,1330
jockey_福島_win_rate,1325
horse_weight_change,1317
jockey_新潟_win_rate,1315
dist_avg_time,1300
past_3_last_3f_time_std,1295
jockey_sprint_win_rate,1287
trainer_阪神_win_rate,1285
combo_avg_popularity,1273
trainer_小倉_win_rate,1269
trainer_札幌_win_rate,1266
days_since_last_race,1262
jockey_小倉_win_rate,1260
jockey_中京_win_rate,1196
jockey_mile_win_rate,1195
jockey_中山_win_rate,1190
nicks_win_rate,1163
trainer_函館_win_rate,1163
jockey_東京_win_rate,1158
jockey_long_win_rate,1156
jockey_芝_win_rate,1155
jockey_intermediate_win_rate,1143
combo_races,1139
jockey_阪神_win_rate,1137
past_10_last_3f_time_std,1128
jockey_札幌_win_rate,1119
leader_ratio,1114
jockey_ダート_win_rate,1070
trainer_京都_win_rate,1054
past_5_last_3f_time_std,1047
day_of_meeting,1035
jockey_函館_win_rate,1033
surface_avg_last3f,1017
bias_seasonal_score,1001
finish_cv_last3,993
past_10_passing_order_1_std,963
past_5_passing_order_1_std,961
dist_avg_finish,951
jockey_京都_win_rate,908
finish_cv_last10,890
finish_cv_last5,883
combo_win_rate,875
distance_m,867
past_1_last_3f_time_max,859
venue_avg_finish,836
jockey_win_rate,818
surface_avg_finish,798
past_10_passing_order_1_mean,788
past_3_passing_order_1_std,770
past_10_passing_order_4_std,742
past_10_last_3f_time_max,726
past_10_finish_position_std,687
past_5_passing_order_4_std,682
past_3_last_3f_time_mean,670
past_10_last_3f_time_mean,651
finish_std_last5,645
past_5_finish_position_std,643
past_5_passing_order_1_mean,622
past_10_finish_position_mean,603
past_5_last_3f_time_mean,600
past_3_last_3f_time_max,595
past_10_last_3f_time_median,592
past_3_finish_position_std,591
finish_std_last10,576
past_5_last_3f_time_max,565
past_1_finish_position_max,560
past_5_finish_position_mean,552
avg_finish_last5,537
avg_finish_last10,527
past_3_last_3f_time_median,523
past_10_passing_order_4_mean,515
past_3_passing_order_1_mean,490
past_1_passing_order_1_max,463
race_month,460
past_5_last_3f_time_median,444
past_3_passing_order_4_std,436
surface_races,436
past_3_finish_position_mean,431
finish_std_last3,411
age,391
past_5_passing_order_4_mean,385
past_10_passing_order_1_median,378
past_3_finish_position_median,377
avg_finish_last3,375
distance_change,364
prev_distance_m,351
past_10_passing_order_1_max,336
past_3_passing_order_1_median,334
dist_races,332
past_3_passing_order_4_mean,330
place_rate_last10,315
past_3_passing_order_1_max,313
past_5_finish_position_median,309
n_leaders,305
jockey_unknown_win_rate,297
past_3_finish_position_max,292
past_10_finish_position_median,283
past_5_passing_order_1_max,278
past_5_passing_order_1_median,278
past_10_finish_position_max,252
past_5_finish_position_max,250
past_10_passing_order_4_max,231
past_10_passing_order_4_median,230
past_1_passing_order_4_max,222
round_of_year,209
win_rate_last10,204
past_5_passing_order_4_max,200
venue_races,179
past_1_last_3f_time_mean,175
past_5_passing_order_4_median,174
past_3_passing_order_4_max,170
past_3_passing_order_4_median,169
jockey_marathon_win_rate,149
place_rate_last5,122
past_1_finish_position_mean,121
past_1_passing_order_1_mean,90
track_芝,75
win_rate_last5,73
bracket_is_middle,70
bracket_is_inner,66
sex_牡,62
is_jockey_id_changed,50
bracket_is_outer,49
is_distance_shortened,48
win_rate_last3,46
sex_牝,44
place_rate_last3,43
year,41
past_1_passing_order_4_mean,38
venue_change,37
surface_change,35
past_1_last_3f_time_median,34
track_ダート,31
is_lone_leader,26
past_1_finish_position_median,25
sex_セ,25
is_distance_lengthened,23
past_1_passing_order_1_median,14
is_rest_return,6
past_1_passing_order_4_median,5
is_trainer_id_changed,5
bias_dynamic_score,0
past_1_passing_order_4_std,0
past_1_last_3f_time_std,0
past_1_passing_order_1_std,0
past_1_finish_position_std,0
