feature,importance
past_3_finish_position_mean,342.2440872192383
past_3_finish_position_median,322.36375427246094
sire_long_avg_finish,233.76635122299194
jockey_long_win_rate,225.71070812642574
trainer_阪神_win_rate,187.97064876556396
jockey_中京_win_rate,183.91590857505798
past_10_last_3f_time_std,175.52306151390076
jockey_win_rate,163.0074087381363
past_5_finish_position_mean,157.34482884407043
jockey_京都_win_rate,154.6327508687973
trainer_函館_win_rate,153.48917169868946
basis_weight_zscore,152.30310153961182
past_5_last_3f_time_std,147.70087957382202
past_1_finish_position_max,140.97532963752747
jockey_札幌_win_rate,138.48398089408875
surface_avg_finish,134.1747104600072
past_10_finish_position_median,131.61034071445465
sire_ダート_avg_finish,131.18494832515717
trainer_新潟_win_rate,123.42253682017326
horse_weight_zscore,122.702219247818
trainer_札幌_win_rate,121.54180145263672
sire_intermediate_avg_finish,120.86328768730164
past_10_finish_position_mean,120.3054928779602
trainer_東京_win_rate,118.40175914764404
jockey_小倉_win_rate,115.17435884475708
past_5_passing_order_4_mean,114.12830066680908
pace_fit_score,111.74321746826172
trainer_中山_win_rate,110.52149963378906
sire_marathon_avg_finish,105.20360878109932
jockey_東京_win_rate,104.743971824646
past_10_passing_order_1_std,103.05116033554077
trainer_京都_win_rate,97.62549781799316
jockey_函館_win_rate,97.20799922943115
bracket_avg_finish,93.70709800720215
past_3_last_3f_time_max,92.13509941101074
jockey_福島_win_rate,89.12443780899048
jockey_芝_win_rate,86.2130675315857
age_zscore,86.19580078125
past_10_finish_position_std,84.13199806213379
sire_sprint_avg_finish,82.25971817970276
trainer_win_rate,82.09606087207794
jockey_中山_win_rate,81.42552077770233
days_since_last_race,75.8100004196167
basis_weight,74.82800102233887
sire_mile_avg_finish,73.92416977882385
trainer_福島_win_rate,71.980488717556
surface_avg_last3f,71.08429145812988
dist_avg_finish,65.69960021972656
jockey_新潟_win_rate,60.10529124736786
horse_weight,58.78599739074707
past_10_passing_order_1_max,58.57623910903931
sire_芝_avg_finish,58.5722382068634
past_3_last_3f_time_median,53.45682239532471
venue_races,52.73819923400879
past_3_passing_order_1_std,52.16310119628906
dist_races,51.12161028385162
past_5_passing_order_1_std,50.05569839477539
leader_ratio,47.61697006225586
past_3_passing_order_1_max,46.832401275634766
past_5_finish_position_std,45.74569892883301
dist_avg_time,44.541500091552734
past_3_passing_order_1_mean,44.4463996887207
past_1_passing_order_1_max,43.66419982910156
n_leaders,42.614330649375916
sire_unknown_avg_finish,41.931599617004395
horse_number,36.70487976074219
surface_races,34.5088996887207
jockey_intermediate_win_rate,34.2578010559082
past_10_last_3f_time_mean,34.20259952545166
horse_weight_diff_from_avg,32.27346381545067
place_rate_last3,31.86750030517578
jockey_ダート_win_rate,30.584482729434967
past_1_last_3f_time_max,30.38520050048828
jockey_mile_win_rate,28.14205014705658
venue_avg_finish,27.534459233283997
past_3_passing_order_4_std,27.288999557495117
past_3_last_3f_time_mean,27.006900787353516
past_5_last_3f_time_max,26.067100524902344
past_3_passing_order_1_median,25.94179916381836
past_10_passing_order_4_std,25.858699798583984
year,24.745399475097656
past_3_passing_order_4_mean,24.29304027557373
trainer_小倉_win_rate,22.746599197387695
weight_diff_from_avg,20.850200653076172
round_of_year,20.759199142456055
avg_finish_last10,19.421899795532227
past_1_passing_order_4_max,18.437299728393555
day_of_meeting,16.74995994567871
past_1_passing_order_1_mean,16.141300201416016
past_3_passing_order_4_max,15.925399780273438
past_1_finish_position_median,15.521100044250488
trainer_中京_win_rate,15.312000274658203
distance_change,15.281800270080566
jockey_marathon_win_rate,14.658599853515625
prev_distance_m,13.174099922180176
past_3_finish_position_std,11.919009566307068
jockey_unknown_win_rate,10.509639620780945
past_5_passing_order_4_max,10.302300453186035
track_芝,9.572660446166992
past_10_finish_position_max,8.397540092468262
distance_m,6.421909809112549
past_3_last_3f_time_std,6.1978302001953125
past_5_finish_position_median,5.271369934082031
past_10_last_3f_time_max,3.7509400844573975
past_10_passing_order_1_median,2.913939952850342
past_5_passing_order_1_median,2.661590099334717
finish_cv_last10,0.0
is_jockey_id_changed,0.0
combo_races,0.0
jockey_阪神_win_rate,0.0
