feature,importance
gap_jockey_popularity,14053.344637870789
gap_course_fit_popularity,13489.995782852173
gap_pedigree_popularity,12499.90359544754
jockey_nr_global,11203.55948953703
gap_trainer_popularity,6234.704419136047
sire_course_win_rate,6075.357137203217
horse_time_deviation_avg,4435.178014755249
sire_nr_global,3202.694477081299
past_1_finish_position_max,3163.230878829956
jockey_芝_win_rate,2599.7496309280396
form_rank,2251.4614005088806
is_overvalued,1583.0387783050537
jockey_ダート_win_rate,1487.289068222046
jockey_mile_win_rate,1333.2297554016113
horse_weight_zscore,1197.261100769043
horse_best_time_deviation,1132.0634212493896
sire_course_avg_finish,986.101201415062
age_zscore,936.7548952102661
combo_avg_finish,933.274986743927
trainer_新潟_win_rate,917.0502996444702
horse_surface_nr,878.8446846008301
jockey_intermediate_win_rate,831.8975009918213
second_half_zscore,725.9476947784424
horse_l3f_deviation_avg,692.2759063243866
horse_interval_days,669.459153175354
past_10_passing_order_1_mean,632.7129039764404
trainer_中山_win_rate,624.1275835037231
jockey_小倉_win_rate,621.6858711242676
bms_avg_finish,616.2537775039673
jockey_sprint_win_rate,571.7537341117859
pace_diff_zscore,556.5567712783813
trainer_小倉_win_rate,538.4895620346069
trainer_京都_win_rate,530.1854701042175
horse_venue_nr,526.2883987426758
horse_avg_gap_zscore,511.05378818511963
trainer_阪神_win_rate,503.38500213623047
first_half_zscore,488.5875005722046
trainer_東京_win_rate,485.3794822692871
horse_avg_position_pct,483.6468915939331
bracket_avg_finish,475.3338415622711
past_10_margin_seconds_std,468.21074962615967
days_since_last_race,461.3899927139282
combo_win_rate,457.9899024963379
jockey_東京_win_rate,439.6604299545288
past_3_last_3f_time_std,439.5158100128174
time_deviation_score_avg_5,438.1272211074829
finish_cv_last3,436.5210566520691
basis_weight_zscore,433.4283380508423
combo_overperform,405.17338132858276
past_5_last_3f_time_std,405.166748046875
horse_weight_change_ratio,399.3667936325073
finish_cv_last10,386.1488037109375
jockey_京都_win_rate,385.34406042099
heavy_track_score_avg,377.1500024795532
past_1_passing_order_1_max,356.546199798584
past_10_passing_order_1_std,355.38984966278076
past_5_passing_order_1_mean,355.0325012207031
finish_cv_last5,351.75070095062256
nicks_avg_finish,346.3847532272339
past_10_finish_position_std,343.37480068206787
pace_fit_score,339.3077416419983
past_10_last_3f_time_max,338.06607723236084
past_3_passing_order_1_mean,325.6086711883545
bias_seasonal_score,312.1888837814331
sire_wet_boost,302.5459976196289
sire_course_place_rate,301.5075783729553
past_1_last_3f_time_max,301.2850408554077
fast_track_score_avg,299.1754312515259
jockey_long_win_rate,297.22365283966064
horse_distance_nr,291.48399209976196
horse_number,280.5063691139221
trainer_中京_win_rate,274.83814239501953
past_5_finish_position_std,274.5802011489868
past_5_margin_seconds_mean,273.73728919029236
jockey_阪神_win_rate,271.05150032043457
horse_best_nr,268.7281274795532
horse_weight_change,268.37499809265137
past_3_margin_seconds_std,259.68318939208984
dist_avg_time,259.4261202812195
place_rate_last10,253.79179859161377
jockey_中山_win_rate,251.58359813690186
past_3_passing_order_1_std,251.37465715408325
trainer_札幌_win_rate,250.74107027053833
past_10_last_3f_time_std,242.97019958496094
past_10_passing_order_4_std,242.4748239517212
past_3_passing_order_1_median,240.535542011261
jockey_新潟_win_rate,235.05445766448975
past_3_finish_position_mean,234.82149982452393
l3f_deviation_score_avg_5,230.60631227493286
surface_races,229.47160053253174
past_5_passing_order_1_std,222.18133735656738
gap_zscore,221.8300075531006
jockey_函館_win_rate,220.32986068725586
bms_win_rate,217.56559944152832
past_3_last_3f_time_median,213.72248029708862
finish_std_last3,213.59590244293213
jockey_福島_win_rate,209.6022024154663
trainer_函館_win_rate,207.27167177200317
past_10_margin_seconds_median,204.13216972351074
combo_races,202.95480871200562
past_5_passing_order_4_std,202.892840385437
past_5_margin_seconds_std,197.70319938659668
past_3_last_3f_time_mean,189.90719985961914
past_5_margin_seconds_median,189.90352249145508
past_5_passing_order_1_median,187.14526081085205
jockey_札幌_win_rate,186.53400039672852
past_3_finish_position_std,176.58665084838867
past_5_finish_position_mean,175.50530242919922
past_3_margin_seconds_mean,172.73180961608887
past_10_passing_order_1_median,169.85540390014648
trainer_福島_win_rate,164.9136986732483
venue_avg_finish,163.1068925857544
finish_std_last5,154.01659965515137
dist_avg_finish,149.2914113998413
jockey_unknown_win_rate,149.05980110168457
avg_finish_last10,147.42800045013428
horse_avg_position_4c,145.14157152175903
past_10_margin_seconds_mean,144.71983194351196
past_1_last_3f_time_mean,141.55130100250244
surface_avg_last3f,138.19029998779297
past_3_margin_seconds_median,134.12639904022217
past_5_last_3f_time_max,133.72079944610596
past_10_margin_seconds_max,133.40470027923584
nicks_win_rate,132.5705213546753
finish_std_last10,128.63000011444092
past_10_finish_position_max,126.86820125579834
past_3_last_3f_time_max,126.86239910125732
jockey_中京_win_rate,125.6767807006836
past_10_last_3f_time_median,125.2795991897583
dist_races,122.17524099349976
past_3_passing_order_4_max,119.8977689743042
past_10_finish_position_mean,118.52789878845215
race_month,117.5599012374878
race_class_overbet_risk,116.5396900177002
age,115.25929832458496
position_percentile,114.51709938049316
past_5_last_3f_time_median,114.32285022735596
past_10_passing_order_4_mean,112.85640144348145
past_3_passing_order_4_mean,108.89151585102081
avg_finish_last5,106.04949951171875
past_5_passing_order_4_mean,103.7961916923523
past_10_finish_position_median,101.77288246154785
past_10_passing_order_1_max,101.37695217132568
day_of_meeting,99.17410087585449
past_10_passing_order_4_max,96.91329956054688
past_3_passing_order_4_std,96.47782230377197
n_leaders,95.6111011505127
past_3_finish_position_max,94.30885028839111
horse_dist_change,93.7674617767334
past_1_passing_order_4_max,89.59939956665039
past_3_passing_order_4_median,86.31839942932129
past_1_margin_seconds_max,86.21400165557861
win_rate_last5,81.5073013305664
leader_ratio,77.71700096130371
distance_m,76.82067060470581
venue_races,72.92749881744385
past_3_finish_position_median,66.61299896240234
bracket_is_middle,61.85989952087402
avg_finish_last3,56.70761811733246
past_10_last_3f_time_mean,54.520979166030884
jockey_marathon_win_rate,52.84670066833496
past_3_margin_seconds_max,51.68014049530029
surface_avg_finish,50.42272090911865
round_of_year,48.01919937133789
past_5_finish_position_median,47.60420036315918
past_3_passing_order_1_max,42.94330024719238
prev_distance_m,34.94779968261719
past_5_last_3f_time_mean,34.807000160217285
distance_change,34.4835205078125
past_5_passing_order_4_median,33.280099868774414
sex_牡,27.71380043029785
is_slow_pace,25.33799934387207
is_middle_pace,22.261600494384766
past_10_passing_order_4_median,16.693099975585938
past_5_margin_seconds_max,14.411499977111816
bracket_is_outer,8.011170387268066
closer_x_slow_pace,0.0
closer_x_high_pace,0.0
is_high_pace,0.0
escape_x_slow_pace,0.0
escape_x_high_pace,0.0
chaser_x_middle_pace,0.0
gap_x_closer,0.0
is_chaser,0.0
bracket_is_inner,0.0
is_closer,0.0
is_front,0.0
is_escape,0.0
gap_percentile,0.0
past_5_finish_position_max,0.0
gap_x_escape,0.0
