race_id,year,n_horses,odds_mean,odds_cv,top1_horse,top1_prob,top1_odds,top1_finish,top1_hit,top1_payout,top2_horse,top2_prob,top2_odds,top2_finish,winner_horse,winner_pred_rank,winner_pred_prob,winner_odds,prob_gap_1_2
202001020208,2020,11,17.354545454545455,0.9741299632021774,5,0.1544416837995849,3.1,7,False,0.0,4,0.05671364934810399,14.0,10,7,5,0.03005190508701909,4.1,0.0977280344514809
202001020210,2020,13,35.46153846153847,1.070359311376421,2,0.15139127668266375,3.8,9,False,0.0,3,0.09824509527861704,2.4,5,6,10,0.02523023585475558,27.8,0.05314618140404671
202001020211,2020,13,24.699999999999996,0.9318867190380178,13,0.22659729842845033,4.1,1,True,409.99999999999994,5,0.13338922702388079,6.2,9,13,1,0.22659729842845033,4.1,0.09320807140456955
202001020212,2020,10,33.239999999999995,1.053064956381189,8,0.13604154457487752,8.4,4,False,0.0,7,0.11619476045256379,1.9,1,7,2,0.11619476045256379,1.9,0.019846784122313735
202001020301,2020,8,18.4125,1.1914162146005598,7,0.45511336400390967,3.2,4,False,0.0,1,0.2504232095375767,5.3,1,1,2,0.2504232095375767,5.3,0.20469015446633299
202001020304,2020,16,49.331250000000004,1.3017874094394664,10,0.08919911261873908,5.7,5,False,0.0,7,0.07433515442945259,3.6,4,12,12,0.024968397608687232,29.9,0.0148639581892865
202001020307,2020,16,69.2125,1.0867947772956328,5,0.3249919173946655,1.9,1,True,190.0,12,0.0583966822949484,10.6,6,5,1,0.3249919173946655,1.9,0.2665952350997171
202001020310,2020,10,25.71,1.1948871520244728,1,0.30996247578241526,2.7,7,False,0.0,6,0.2748752978873022,10.2,1,6,2,0.2748752978873022,10.2,0.035087177895113064
202001020311,2020,9,52.3,1.2430636638382744,5,0.411091036479852,3.8,1,True,380.0,8,0.20873439835975477,7.2,4,5,1,0.411091036479852,3.8,0.20235663812009724
202001020312,2020,12,26.100000000000005,0.9262367910801337,9,0.1117767016063063,5.6,8,False,0.0,2,0.0923003061111163,12.0,2,4,4,0.06890569006930448,11.7,0.019476395495190008
202001020401,2020,8,29.2375,1.3580672890042216,1,0.3971157966592647,1.5,1,True,150.0,4,0.1801778898329279,9.5,2,1,1,0.3971157966592647,1.5,0.21693790682633682
202001020404,2020,14,58.52142857142858,0.9588065817694035,8,0.28325251918420147,2.2,5,False,0.0,5,0.06357155395860674,40.4,4,12,6,0.04536686621275948,31.3,0.21968096522559472
202001020408,2020,7,20.928571428571427,1.4531980215446467,5,0.19911160567357805,3.1,3,False,0.0,4,0.1757591599868187,2.6,7,1,4,0.10991615068730061,4.0,0.023352445686759343
202001020409,2020,14,68.3,1.0772108442796733,4,0.2584075515307435,5.2,4,False,0.0,10,0.2043724818538542,2.6,3,13,5,0.07778701985986625,8.8,0.054035069676889314
202001020411,2020,12,37.19166666666666,1.3820511667611297,10,0.2079980351316119,8.9,4,False,0.0,6,0.18426445784325537,1.9,3,1,3,0.10385287615245632,3.7,0.02373357728835654
202001020412,2020,15,35.32666666666667,1.1225731611395686,1,0.11551114063862154,3.8,1,True,380.0,9,0.10992025272916704,62.6,13,1,1,0.11551114063862154,3.8,0.0055908879094545005
202001020501,2020,6,24.45,0.9417962793330138,5,0.5351396559774428,1.1,2,False,0.0,4,0.1763218860167391,40.1,6,1,5,0.04089892598819089,4.1,0.35881776996070375
202001020502,2020,12,83.44999999999999,1.2546118680700737,5,0.17791144908331438,9.9,2,False,0.0,2,0.15390784561197712,92.3,4,6,4,0.06051155377932435,4.1,0.02400360347133726
202001020506,2020,14,36.699999999999996,1.3101300625015169,4,0.11709438316961471,5.6,13,False,0.0,13,0.08924474612411991,27.9,6,10,5,0.03695833377095433,9.0,0.0278496370454948
202001020507,2020,14,59.42142857142858,0.999860598264332,2,0.04505285422461208,117.0,9,False,0.0,9,0.04357046655077265,1.6,2,4,14,0.0036969450578122325,134.4,0.0014823876738394304
202001020509,2020,10,32.67,0.9220681952832976,1,0.3081673524470118,2.8,4,False,0.0,9,0.24088177113449777,2.7,3,6,4,0.093351600189027,3.9,0.06728558131251405
202001020510,2020,16,38.1625,1.0159513000951446,16,0.09603228677141011,18.2,14,False,0.0,6,0.07829563327569876,58.7,8,14,14,0.015510837850363562,34.1,0.017736653495711352
202001020511,2020,16,39.625,0.9579891833331812,11,0.0692046789561395,6.8,10,False,0.0,2,0.06823537313634812,62.2,15,6,10,0.02404425092970878,25.1,0.0009693058197913912
202001020601,2020,14,49.142857142857146,1.352613614254359,11,0.3110516724732149,12.5,5,False,0.0,7,0.13883963412292114,12.1,1,4,5,0.0865800917837105,5.2,0.17221203835029378
202001020604,2020,16,40.6375,1.0076518823561054,6,0.23627591837500916,4.3,4,False,0.0,12,0.07984907130710392,4.4,2,14,15,0.0071788155358304285,14.1,0.15642684706790524
202001020608,2020,13,39.30769230769231,1.42013487467159,6,0.11677365008128913,2.6,4,False,0.0,11,0.05060549957661125,4.2,1,11,2,0.05060549957661125,4.2,0.06616815050467789
202001020609,2020,16,36.856249999999996,1.2278788621179555,14,0.142488012131441,3.4,2,False,0.0,8,0.07298500089723024,12.0,5,15,7,0.04259351974889575,6.8,0.06950301123421075
202001020611,2020,16,52.875,1.1262270812731159,1,0.1386895233886779,2.3,15,False,0.0,11,0.11482745294893688,7.2,10,14,7,0.041467063676925174,15.5,0.02386207043974102
202001020612,2020,11,17.89090909090909,0.8308438672977576,6,0.3606319446040981,4.3,2,False,0.0,9,0.09242944328297892,4.1,7,2,4,0.05853703313347015,4.7,0.26820250132111917
202001020702,2020,16,59.51875000000001,1.425593036905234,12,0.100734942565733,14.4,3,False,0.0,2,0.05434740939362711,6.4,9,9,4,0.049770081165781535,10.6,0.04638753317210589
202001020707,2020,16,46.3625,1.15882275950519,14,0.09683336250641074,3.5,2,False,0.0,11,0.056739587469737326,28.8,13,12,13,0.008161359812716882,21.6,0.04009377503667341
202001020708,2020,16,60.525000000000006,1.5748062940395025,7,0.21063702803965115,14.9,3,False,0.0,5,0.19656962517348903,5.1,2,1,7,0.044770294672912624,5.9,0.014067402866162121
202001020710,2020,16,34.18125,1.0875366921803147,12,0.1349756605761297,5.4,4,False,0.0,14,0.07335398356682009,5.3,1,14,2,0.07335398356682009,5.3,0.06162167700930961
202001020711,2020,14,29.535714285714285,1.2366651562439215,3,0.20607999508368582,15.8,11,False,0.0,8,0.19300917129595185,10.6,2,13,3,0.1129498325156396,4.7,0.01307082378773397
202001020712,2020,14,36.01428571428571,1.3460276691255222,2,0.1312516948505718,5.6,1,True,560.0,10,0.13019217709581013,7.4,12,2,1,0.1312516948505718,5.6,0.0010595177547616796
202001020801,2020,16,63.5125,1.3546911122994232,16,0.22490312129488996,3.9,1,True,390.0,8,0.13735119145124813,17.7,7,16,1,0.22490312129488996,3.9,0.08755192984364182
202001020802,2020,16,62.3125,1.710863454636857,2,0.13184527759005027,12.9,12,False,0.0,12,0.06661495529879755,4.7,1,12,2,0.06661495529879755,4.7,0.06523032229125272
202001020805,2020,16,77.325,1.4906748953480116,4,0.08619095274753855,5.2,8,False,0.0,16,0.049415016000354445,6.5,9,3,6,0.037323634174167945,16.9,0.0367759367471841
202001020806,2020,16,43.59375,1.455943084522883,6,0.25667926569479443,7.1,13,False,0.0,12,0.058636389939727494,4.5,1,12,2,0.058636389939727494,4.5,0.19804287575506693
202001020807,2020,14,73.72142857142856,1.4511477134255797,5,0.06469905939676077,2.3,1,True,229.99999999999997,7,0.063901951269761,9.2,3,5,1,0.06469905939676077,2.3,0.0007971081269997626
202001020809,2020,14,36.07142857142857,0.8504775632208891,2,0.054896515220205666,2.4,4,False,0.0,13,0.052495113592905825,4.2,3,9,14,0.007168721468502949,89.8,0.0024014016272998415
202001020810,2020,16,47.21249999999999,1.1320324791888206,7,0.0953740988186621,6.2,15,False,0.0,12,0.07891031581418192,8.1,8,2,11,0.021493223894853065,31.9,0.016463783004480176
202001020811,2020,14,30.928571428571427,1.0595935421204326,1,0.08345105322057098,8.6,10,False,0.0,3,0.0755812301467624,10.6,2,5,3,0.06971164560788108,2.7,0.007869823073808582
202002010101,2020,16,54.26875,1.3006519388231284,8,0.3476293786503047,5.6,3,False,0.0,4,0.14049733509325693,5.8,7,7,8,0.06022566306695106,19.6,0.20713204355704776
202002010107,2020,15,55.86000000000001,1.2152380218556775,11,0.2147319551788084,3.9,2,False,0.0,8,0.08013101768210353,162.2,15,14,4,0.07485318198763859,4.8,0.13460093749670488
202002010110,2020,9,23.577777777777776,1.614264364981076,7,0.1324149919724008,8.8,2,False,0.0,4,0.12241220151244474,7.4,1,4,2,0.12241220151244474,7.4,0.01000279045995607
202002010111,2020,16,25.4375,0.9489971616458233,4,0.12075269953227818,7.8,12,False,0.0,13,0.07526035858904005,8.6,2,2,6,0.041924805007064005,79.7,0.04549234094323813
202002010112,2020,12,24.641666666666666,0.9632803006536116,9,0.10126677726440138,11.9,1,True,1190.0,2,0.09452195545820541,5.0,2,9,1,0.10126677726440138,11.9,0.006744821806195969
202002010201,2020,15,50.39333333333334,1.421054551344554,5,0.08413975568344094,7.9,8,False,0.0,3,0.07954609873598736,8.0,5,6,5,0.05347213559601877,4.6,0.0045936569474535754
202002010204,2020,16,65.425,1.2914572937791269,12,0.10215913436284864,4.2,1,True,420.0,6,0.08597517098550234,53.0,9,12,1,0.10215913436284864,4.2,0.016183963377346303
202002010208,2020,9,18.61111111111111,1.0509644871774149,4,0.2576364400907474,2.5,1,True,250.0,1,0.16620523494300812,47.4,8,4,1,0.2576364400907474,2.5,0.09143120514773925
202002010209,2020,13,38.353846153846156,1.3642497087176564,11,0.12648273490277454,5.0,3,False,0.0,4,0.09268192605066038,2.4,6,1,8,0.021697595294901433,6.7,0.03380080885211416
202002010211,2020,16,24.743750000000002,0.8122519053539329,12,0.11999158122983526,7.7,8,False,0.0,9,0.09658435466401967,11.5,14,6,5,0.08692605205861699,5.8,0.023407226565815592
202002010212,2020,11,19.318181818181817,0.8758821301307347,3,0.21570733189710603,1.9,2,False,0.0,5,0.13549618900858487,14.4,7,11,9,0.028830603025393333,7.9,0.08021114288852116
202002010301,2020,16,66.575,1.3496590494781333,8,0.11775480273750431,15.1,11,False,0.0,14,0.053528280524983124,5.6,2,2,12,0.01682626000161852,3.4,0.06422652221252119
202002010303,2020,13,40.099999999999994,1.2751894972463154,11,0.15628082488616712,8.1,10,False,0.0,5,0.11278045014882578,3.8,1,5,2,0.11278045014882578,3.8,0.04350037473734135
202002010308,2020,11,26.672727272727276,1.3251114884496533,1,0.1760219722689623,7.4,1,True,740.0,5,0.15809380165564493,4.1,2,1,1,0.1760219722689623,7.4,0.017928170613317362
202002010310,2020,9,32.84444444444445,1.165601032515137,1,0.17049133683697948,2.3,5,False,0.0,5,0.1239691580707843,3.3,3,2,5,0.05278584389835467,9.5,0.046522178766195174
202002010311,2020,16,33.575,0.9582699278643465,10,0.11896122102623577,4.2,9,False,0.0,6,0.11624585615235647,4.2,8,14,5,0.04416978661157576,5.4,0.0027153648738793
202002010312,2020,10,29.439999999999998,1.8867894406058086,6,0.2761195778387438,3.7,1,True,370.0,3,0.15176750635591404,2.5,3,6,1,0.2761195778387438,3.7,0.12435207148282976
202002010401,2020,16,76.25,1.2197027788616688,7,0.11431411051091003,2.8,1,True,280.0,14,0.08797020303980169,7.5,2,7,1,0.11431411051091003,2.8,0.026343907471108347
202002010404,2020,16,65.24375,1.4067955508475052,1,0.08215587036570343,5.6,1,True,560.0,16,0.07968247165970611,3.7,5,1,1,0.08215587036570343,5.6,0.002473398705997318
202002010406,2020,15,42.786666666666655,1.1540440225728152,12,0.07572018308359149,4.3,2,False,0.0,2,0.06243399974986932,24.9,3,11,6,0.03038622200859341,8.0,0.013286183333722168
202002010408,2020,10,22.130000000000003,1.2048351482829538,7,0.08369631899825976,18.6,7,False,0.0,1,0.06573125739931766,10.2,5,3,7,0.019611895161781835,3.0,0.017965061598942095
202002010410,2020,9,12.966666666666667,0.9588060035751355,8,0.1490835906141797,22.9,4,False,0.0,6,0.08735952034714524,6.5,6,5,5,0.07019446576567127,4.0,0.061724070267034456
202002010411,2020,16,67.39375,1.541811082500651,4,0.23881567693690836,23.0,12,False,0.0,6,0.1319725091299168,2.5,1,6,2,0.1319725091299168,2.5,0.10684316780699157
202002010501,2020,9,37.766666666666666,1.0141269855768853,8,0.2430135357840588,4.4,2,False,0.0,2,0.14192128846479982,2.1,1,2,2,0.14192128846479982,2.1,0.10109224731925898
202002010504,2020,16,72.73750000000001,1.4641506305007508,2,0.0847528253683476,20.1,7,False,0.0,16,0.06732955098540869,1.6,1,16,2,0.06732955098540869,1.6,0.01742327438293892
202002010507,2020,14,53.73571428571427,1.818511185708857,11,0.1395009331569185,12.9,12,False,0.0,14,0.08715986559489314,6.0,13,1,5,0.058253570502426306,7.0,0.05234106756202536
202002010509,2020,13,49.28461538461538,1.4890546524614297,7,0.10384516314469246,15.7,1,True,1570.0,11,0.07009145052944724,14.1,2,7,1,0.10384516314469246,15.7,0.03375371261524522
202002010510,2020,10,43.39,1.861795264826164,1,0.11785770302654465,4.5,4,False,0.0,2,0.08630822500126577,14.7,6,7,8,0.03538392628881017,2.4,0.03154947802527888
202002010511,2020,16,27.0625,1.0220902556886453,2,0.07276326753585236,11.7,10,False,0.0,13,0.06039248812670568,10.0,5,5,9,0.020544398936133874,16.8,0.012370779409146673
202002010601,2020,9,20.21111111111111,1.1271003180235943,2,0.2826361875854446,3.4,2,False,0.0,5,0.15067094811029344,11.3,5,6,6,0.0641207220264017,64.0,0.13196523947515118
202002010603,2020,16,52.79375,1.2245837251461098,13,0.07701388359970072,28.4,15,False,0.0,6,0.07567131513122609,7.2,4,8,4,0.05511186013930897,2.4,0.0013425684684746364
202002010606,2020,15,73.58,1.1493786606843517,15,0.07871374480423773,18.3,10,False,0.0,14,0.0707329275174795,5.3,7,13,4,0.05691621851091716,2.0,0.00798081728675823
202002010608,2020,14,35.43571428571428,1.4892542296464704,8,0.11568206402337168,4.1,12,False,0.0,13,0.06261138952001552,8.5,7,7,10,0.022328039912355106,14.2,0.05307067450335616
202002010610,2020,9,11.044444444444444,0.7216546451362972,7,0.10720286280709729,2.6,3,False,0.0,1,0.10657324039710471,9.0,9,6,6,0.04265371960605671,5.9,0.0006296224099925779
202002010612,2020,11,34.154545454545456,1.5531114977470957,5,0.1904750399228644,6.0,6,False,0.0,10,0.1873894148777093,2.5,3,1,7,0.04112487039343204,12.6,0.0030856250451551104
202002020101,2020,7,24.314285714285717,1.1665194836927886,1,0.23852432460007764,3.6,2,False,0.0,4,0.12166723931649613,4.8,3,6,5,0.06665674975299131,1.8,0.1168570852835815
202002020103,2020,16,82.9375,1.4606744797242277,15,0.28870970544791885,6.6,1,True,660.0,13,0.109549116480421,3.2,5,15,1,0.28870970544791885,6.6,0.17916058896749787
202002020106,2020,13,82.33076923076922,1.2256818025133593,1,0.22023722605812668,3.0,1,True,300.0,7,0.14302153113159027,1.7,2,1,1,0.22023722605812668,3.0,0.0772156949265364
202002020110,2020,8,25.15,0.9941221206472199,5,0.2109888141070831,2.3,8,False,0.0,1,0.1731599765281985,2.9,2,2,4,0.06877490982446931,3.5,0.03782883757888458
202002020111,2020,16,48.1125,1.328841820017602,8,0.0809934037335163,5.6,7,False,0.0,1,0.07687482834897559,4.5,2,11,11,0.026405676269046805,9.0,0.004118575384540704
202002020112,2020,11,25.972727272727276,1.2903385746389535,10,0.14648868630597087,4.4,5,False,0.0,9,0.11185292610092376,51.1,6,8,3,0.08796704836055969,4.7,0.034635760205047106
202002020201,2020,9,51.23333333333333,1.3127768965780287,8,0.21902644478212568,1.7,2,False,0.0,9,0.16233068547919072,72.3,6,1,7,0.050093298494090055,7.1,0.05669575930293497
202002020204,2020,16,62.99375,1.3678436968435173,6,0.06520987126451967,22.4,8,False,0.0,7,0.043656179156995684,41.0,9,2,4,0.036564253230416115,8.7,0.02155369210752399
202002020208,2020,10,44.8,1.6856710400189978,2,0.11013928464821507,27.2,1,True,2720.0,9,0.0868596493877372,3.0,5,2,1,0.11013928464821507,27.2,0.02327963526047787
202002020209,2020,12,31.158333333333335,1.756356958462751,3,0.11562134078153108,5.6,3,False,0.0,2,0.07619846583797076,6.9,1,2,2,0.07619846583797076,6.9,0.039422874943560324
202002020211,2020,10,46.85,2.020305826738554,2,0.24991355189371509,2.6,7,False,0.0,10,0.2015297605759457,6.5,4,4,8,0.019729796721976316,5.4,0.048383791317769376
202002020212,2020,12,22.54166666666666,1.274071460495474,1,0.21332307294393493,10.5,8,False,0.0,7,0.21251412594477975,3.1,1,7,2,0.21251412594477975,3.1,0.0008089469991551801
202002020301,2020,10,44.18,1.0230661148452689,5,0.28350579324201125,4.3,5,False,0.0,7,0.2393249789120825,1.8,3,1,3,0.2056093498779485,4.2,0.044180814329928764
202002020303,2020,16,74.8,1.0512634321513257,2,0.10347010093550353,15.8,7,False,0.0,8,0.07831688202592273,2.0,6,6,11,0.0172987765448063,15.3,0.025153218909580805
202002020304,2020,14,54.435714285714276,1.344649165726237,1,0.13781827709133404,2.5,1,True,250.0,6,0.13286172896847204,3.8,7,1,1,0.13781827709133404,2.5,0.004956548122862003
202002020308,2020,11,34.018181818181816,2.0419656651065163,7,0.11582982820523408,7.4,1,True,740.0,9,0.06488666305695863,2.9,7,7,1,0.11582982820523408,7.4,0.050943165148275446
202002020310,2020,8,15.775,0.9819200800969934,7,0.1658957332581718,15.1,7,False,0.0,8,0.15646912020016154,3.2,1,8,2,0.15646912020016154,3.2,0.009426613058010264
202002020311,2020,9,14.899999999999999,0.8198983063388192,7,0.3602658991827304,1.8,3,False,0.0,2,0.11356099486777785,14.1,9,5,8,0.024260310009968485,7.0,0.24670490431495254
202002020404,2020,16,42.125,1.0176444176833153,3,0.08886160162603478,11.1,8,False,0.0,4,0.06925503614440524,4.7,1,4,2,0.06925503614440524,4.7,0.019606565481629534
202002020406,2020,16,62.28125,1.3331008298604785,2,0.18214456093700088,1.4,1,True,140.0,16,0.06888031735432443,52.3,9,2,1,0.18214456093700088,1.4,0.11326424358267645
202002020408,2020,11,22.90909090909091,1.209444402780251,3,0.2875793979765895,4.6,2,False,0.0,5,0.09239075286654236,4.0,1,5,2,0.09239075286654236,4.0,0.19518864511004713
202002020409,2020,8,29.975,1.1499741086840245,6,0.3754595266551335,1.7,4,False,0.0,2,0.22226742568594768,16.8,2,4,3,0.06681554403292839,3.9,0.1531921009691858
202002020410,2020,13,38.57692307692308,1.2712308113643689,12,0.2869540011163156,2.8,10,False,0.0,13,0.1581871170083109,3.8,4,6,7,0.0514756511971392,59.5,0.1287668841080047
202002020412,2020,15,22.586666666666666,0.7752176993939159,9,0.16096183694232943,5.3,5,False,0.0,2,0.0596969299235104,14.1,1,2,2,0.0596969299235104,14.1,0.10126490701881903
202002020501,2020,11,51.07272727272727,1.4320503851144148,3,0.39018139590266465,4.2,5,False,0.0,9,0.10358835147753619,3.6,9,8,6,0.055779617787412375,3.5,0.28659304442512845
202002020504,2020,16,59.60625,1.379382717302874,16,0.04888473552069159,15.3,12,False,0.0,5,0.04507682845308502,156.7,13,9,4,0.03356000300195821,1.8,0.0038079070676065724
202002020506,2020,14,56.8,1.2275826978486524,14,0.13815060493017495,3.1,9,False,0.0,12,0.07909786313129342,87.8,14,7,7,0.026439848881386556,4.8,0.05905274179888152
