feature,importance
prev_finish_category,134
distance_change,121
surface_switch_flag,92
heavy_track_fit,90
horse_slope_performance,90
horse_long_straight_performance,89
horse_avg_c4_gap,72
horse_total_races,66
horse_last_finish,66
jockey_top3_rate,62
horse_front_runner_rate,47
horse_last3_avg_finish,41
age,31
front_slope_disadvantage,27
horse_last3f_rank_avg,26
horse_c4_gap_avg,25
post_style_conflict,23
bracket_bias,20
closer_long_straight_advantage,20
horse_inner_outer_diff,17
jockey_win_rate,17
horse_days_since_last,17
style_straight_match,16
horse_avg_c4_pos,15
horse_top3_rate,14
horse_avg_finish,13
distance_extend_flag,11
trainer_win_rate,10
horse_win_rate,9
trainer_top3_rate,9
basis_weight,7
horse_last3f_avg,6
prev_race_class,4
horse_position_improvement_avg,4
horse_c4_leader_rate,2
horse_running_style,2
pace_style_match_score,2
sire_win_rate,1
front_runner_competition,1
jockey_races,1
is_long_straight,0
straight_ratio,0
race_front_runner_count,0
course_is_outer,0
course_slope_percent,0
course_final_straight_m,0
course_start_to_corner_m,0
course_corner_count,0
trainer_races,0
sire_races,0
course_turn_direction,0
venue_expected_pace,0
field_size,0
is_chitose_bred,0
race_class,0
class_change,0
distance_m,0
is_class_down,0
weight_trend,0
sex_encoded,0
rest_days_optimal,0
venue_pace_avg,0
horse_weight,0
bracket_number,0
track_surface_encoded,0
track_condition_encoded,0
distance_category_encoded,0
basis_weight_light_flag,0
is_class_up,0
