feature,importance
past_3_finish_position_mean,25221.179906845093
past_1_finish_position_max,22437.817449569702
jockey_win_rate,21378.849641799927
past_10_finish_position_mean,17615.103672027588
trainer_win_rate,14515.865384101868
n_leaders,13928.54469871521
age_zscore,13499.133825302124
jockey_芝_win_rate,12564.385814666748
sire_mile_avg_finish,11520.005205154419
sire_芝_avg_finish,11324.1494846344
horse_weight_diff_from_avg,11286.841199874878
sire_intermediate_avg_finish,10697.340218544006
past_5_finish_position_mean,10673.764446258545
trainer_新潟_win_rate,10429.018611907959
horse_weight_zscore,10337.488704681396
pace_fit_score,10099.805688858032
past_1_finish_position_mean,9695.729333877563
sire_sprint_avg_finish,9647.30839729309
sire_ダート_avg_finish,9632.494398117065
surface_avg_finish,9494.213005065918
jockey_intermediate_win_rate,9450.885704040527
bracket_avg_finish,9315.563800811768
trainer_福島_win_rate,9126.29849433899
sire_long_avg_finish,9038.03800201416
basis_weight_zscore,8910.316408157349
sire_marathon_avg_finish,8686.48410987854
trainer_札幌_win_rate,8679.181901931763
trainer_東京_win_rate,8601.562595367432
time_deviation_score_avg_5,8576.583124160767
sire_unknown_avg_finish,8360.576425552368
weight_diff_from_avg,8303.286478042603
days_since_last_race,8277.983989715576
jockey_mile_win_rate,8273.145160675049
jockey_新潟_win_rate,8239.624088287354
jockey_中京_win_rate,8064.880083084106
surface_races,7988.906505584717
trainer_函館_win_rate,7964.504111289978
jockey_小倉_win_rate,7707.579984664917
past_5_finish_position_std,7692.02571105957
trainer_小倉_win_rate,7623.103322982788
past_3_last_3f_time_std,7616.154493331909
jockey_ダート_win_rate,7524.665306091309
jockey_sprint_win_rate,7405.496385574341
jockey_福島_win_rate,7393.500780105591
venue_avg_finish,7377.989901542664
l3f_deviation_score_avg_5,7334.655505180359
horse_weight,7324.448480606079
past_1_last_3f_time_max,7263.771294593811
trainer_中京_win_rate,7197.296592712402
jockey_long_win_rate,7059.884328842163
trainer_中山_win_rate,6970.733416557312
trainer_阪神_win_rate,6761.579792022705
jockey_阪神_win_rate,6738.768484115601
dist_races,6553.160497665405
dist_avg_finish,6553.001096725464
jockey_中山_win_rate,6487.093601226807
past_5_last_3f_time_std,6461.725005149841
past_10_finish_position_median,6443.733505249023
heavy_track_score_avg,6418.1823081970215
surface_avg_last3f,6372.672296524048
jockey_東京_win_rate,6352.659286499023
past_10_finish_position_std,6284.94487953186
jockey_京都_win_rate,6260.180603027344
dist_avg_time,6208.516101837158
jockey_札幌_win_rate,6149.112905502319
past_10_last_3f_time_max,6041.776205062866
past_10_passing_order_1_std,6025.425210952759
past_3_finish_position_std,5800.480693817139
past_10_passing_order_1_mean,5737.551502227783
past_10_last_3f_time_std,5715.434097290039
past_5_passing_order_1_std,5377.091606140137
trainer_京都_win_rate,5262.852382659912
jockey_函館_win_rate,5162.217519760132
horse_number,5108.217489242554
past_1_passing_order_1_max,5062.91508769989
leader_ratio,5018.837706565857
bias_seasonal_score,5006.567621231079
fast_track_score_avg,4766.145702362061
past_3_finish_position_median,4733.71053314209
past_5_finish_position_median,4662.659471511841
age,4569.818202972412
past_3_last_3f_time_max,4424.837707519531
past_3_last_3f_time_mean,4328.522911071777
horse_weight_change,4216.689991950989
past_5_passing_order_1_mean,4145.320486068726
past_3_passing_order_1_mean,4019.4803009033203
past_10_last_3f_time_mean,3937.4257011413574
past_3_passing_order_1_std,3918.476493835449
venue_races,3915.5263900756836
past_3_last_3f_time_median,3794.8808002471924
distance_m,3746.101909637451
past_5_last_3f_time_max,3681.736795425415
past_10_passing_order_4_mean,3592.050308227539
past_10_passing_order_4_std,3559.9509868621826
past_10_last_3f_time_median,3426.859909057617
past_5_last_3f_time_mean,3357.4402923583984
avg_finish_last10,3314.5421867370605
race_month,3254.5361862182617
past_5_passing_order_1_median,3239.248804092407
