train_size,test_size,auc,roi,hit_rate,num_races,pop1_in_pred1_rate,pop1_roi,pop2_roi,pop3_roi,test_year
125074,20112,0.7099009113354601,0.8763301500682127,0.2305593451568895,1466,0.39154160982264663,0.7746930422919509,0.8262619372442018,0.8294679399727148,2020
145186,19375,0.7067529413716116,0.7418489767113619,0.21524347212420608,1417,0.3895553987297107,0.7925194071983063,0.7904022582921666,0.8299929428369794,2021
164561,19362,0.72248398476311,0.7613668061366806,0.20920502092050208,1434,0.37517433751743373,0.7922594142259415,0.7811715481171548,0.7788005578800556,2022
183923,19930,0.716957459039954,0.7961198093941457,0.2205582028590878,1469,0.3873383253914227,0.7851599727705924,0.8396868618107556,0.697004765146358,2023
203853,19611,0.7274223348209002,0.7770186335403727,0.23395445134575568,1449,0.391304347826087,0.8011042097998621,0.8193926846100759,0.7690821256038648,2024
223464,20246,0.7145052594289133,0.8490235690235691,0.21548821548821548,1485,0.38181818181818183,0.7335353535353535,0.8527946127946129,0.7897643097643098,2025
