train_size,test_size,auc,roi,hit_rate,num_races,pop1_roi,pop2_roi,pop3_roi,test_year
137434,22345,0.6923587751338249,0.8355313700384123,0.1997439180537772,1562,0.7983354673495519,0.7730473751600512,0.7768245838668374,2020
159779,22962,0.7042003708417006,0.8790322580645161,0.21712158808933002,1612,0.8022332506203472,0.8294665012406949,0.7428660049627791,2021
182741,22458,0.712806175291651,0.9026993094789705,0.224105461393597,1593,0.8242310106716887,0.8137476459510358,0.8118016321406151,2022
205199,22335,0.7042342733745924,0.7151573538856776,0.19653179190751446,1557,0.7974309569685292,0.7494540783558126,0.7959537572254336,2023
227534,22189,0.7005254310058932,0.7563809523809524,0.206984126984127,1575,0.7966984126984127,0.7333333333333333,0.8273650793650793,2024
249723,22191,0.7075799953441987,0.7840776699029127,0.22006472491909385,1545,0.8214886731391586,0.8168284789644013,0.7115210355987053,2025
