race_id,n_horses,odds_mean,odds_std,odds_cv,odds_min,odds_max,top1_horse,top1_prob,top1_odds,top1_relative_odds,top1_finish,top1_hit,top1_ev,top2_horse,top2_prob,top2_odds,top2_finish,winner_horse,winner_pred_rank,winner_pred_prob,winner_odds,winner_relative_odds,prob_gap_1_2,odds_gap_1_2,actual_2nd_horse,actual_3rd_horse,tansho_payout,tansho_horse,umaren_payout,umaren_horses,umatan_payout,sanrenpuku_payout,sanrentan_payout,wide_payouts,wide_min,wide_max
202001010301,9,29.144444444444446,40.55832562838089,1.3916314550340374,2.8,132.3,3,0.3100809250320762,2.9,0.0995043842927945,1,True,0.8992346825930209,7,0.21521096497117073,24.1,8,3,1,0.3100809250320762,2.9,0.0995043842927945,0.09486996006090545,21.200000000000003,5,1,290,3,6820,"(3, 5)",11160,25260,128300,"[2120, 1510, 6970]",1510,6970
202001010210,13,21.23076923076923,19.553106514285,0.9209796546583514,4.8,65.4,13,0.14616556058164865,4.8,0.22608695652173913,3,False,0.7015946907919135,5,0.12391667449073723,8.7,2,6,9,0.02676325100225436,8.2,0.386231884057971,0.022248886090911413,3.8999999999999995,5,13,820,6,3150,"(5, 6)",6880,5180,37700,"[1040, 970, 890]",890,1040
202001010212,11,27.37272727272727,21.748935188146152,0.7945476156413407,1.7,61.7,9,0.14623345172481378,3.7,0.13517103952175358,5,False,0.541063771381811,4,0.13986782442731147,1.7,1,4,2,0.13986782442731147,1.7,0.06210561275323813,0.006365627297502313,-2.0,7,6,170,4,3180,"(4, 7)",3920,38130,106860,"[1300, 2150, 9340]",1300,9340
202001010306,16,80.29375,104.22625688855952,1.2980618901042673,2.4,398.0,1,0.24269954612986813,2.4,0.029890246750214056,2,False,0.5824789107116835,8,0.11436209197385712,104.8,9,4,5,0.025746074986143813,31.1,0.3873277808048572,0.128337454156011,102.39999999999999,1,11,3110,4,3390,"(1, 4)",10540,10950,93440,"[1230, 3770, 720]",720,3770
202001010307,9,46.711111111111116,48.870196552818484,1.0462220955646202,2.1,141.4,8,0.19978105618011702,2.1,0.04495718363463368,2,False,0.41954021797824576,4,0.18304328357746422,2.4,1,4,2,0.18304328357746422,2.4,0.05137963843958134,0.0167377726026528,0.2999999999999998,8,5,240,4,250,"(4, 8)",560,210,1060,"[120, 140, 150]",120,150
202001010309,11,22.472727272727273,21.81467812776943,0.9707178778538177,2.3,72.4,9,0.11779147982469076,3.5,0.15574433656957928,2,False,0.4122701793864177,6,0.11235348483997218,23.8,9,1,3,0.09673633585331201,2.3,0.1023462783171521,0.005437994984718586,20.3,9,8,230,1,450,"(1, 9)",770,2010,6220,"[220, 520, 740]",220,740
202001010310,10,50.06,67.78215432135839,1.354018264509756,1.8,184.4,10,0.22275927057507347,1.8,0.03595685177786656,1,True,0.4009666870351323,8,0.17685715050978937,8.8,2,10,1,0.22275927057507347,1.8,0.03595685177786656,0.0459021200652841,7.000000000000001,8,9,180,10,670,"(8, 10)",840,1050,3100,"[290, 250, 510]",250,510
202001010311,14,25.25714285714286,21.700432972841607,0.8591800385174844,3.1,75.0,6,0.12296296355069591,14.0,0.5542986425339366,6,False,1.7214814897097428,8,0.08107378392361261,3.1,5,7,12,0.017278152213554217,9.3,0.3682126696832579,0.0418891796270833,-10.9,3,4,930,7,2720,"(3, 7)",5220,7090,45320,"[1000, 1180, 910]",910,1180
202001010403,13,51.83076923076923,69.78873338650234,1.346473039513996,1.8,252.2,14,0.15375018270919752,1.8,0.034728406055209264,7,False,0.27675032887655554,3,0.1039007036468404,7.2,3,13,11,0.013660334800310349,9.1,0.17557138616800239,0.04984947906235712,5.4,1,3,910,13,1500,"(1, 13)",4180,2880,21740,"[540, 850, 470]",470,850
202001010411,14,28.0,22.85519634568909,0.816257012346039,3.3,84.5,7,0.12030111058465692,5.3,0.18928571428571428,10,False,0.6375958860986817,9,0.10739685041188667,6.6,2,1,3,0.07635756471632152,43.7,1.5607142857142857,0.012904260172770257,1.2999999999999998,9,2,4370,1,13870,"(1, 9)",35290,12270,153700,"[3040, 1730, 400]",400,3040
202001010404,16,41.5625,46.4123528815336,1.1166881896308836,3.0,182.8,15,0.2702285345768734,3.0,0.07218045112781955,9,False,0.8106856037306203,7,0.089380448627952,4.4,11,1,11,0.03426510619118972,4.2,0.10105263157894737,0.1808480859489214,1.4000000000000004,6,8,420,1,2800,"(1, 6)",4720,14390,58990,"[980, 1280, 2900]",980,2900
202001010408,6,11.416666666666666,9.412208384150166,0.8244270117503795,1.3,28.5,6,0.14035136125996822,8.2,0.7182481751824817,3,False,1.1508811623317394,1,0.13177958564515704,6.2,6,5,4,0.07601734982317285,1.3,0.11386861313868614,0.008571775614811178,-1.9999999999999991,2,6,130,5,630,"(2, 5)",770,890,2330,"[280, 200, 520]",200,520
202001010407,8,19.0375,16.985282494812132,0.8922013129251284,1.5,47.2,8,0.18600257570395623,1.5,0.07879185817465528,4,False,0.2790038635559343,1,0.138216091557264,6.5,8,3,5,0.05707206417391086,4.8,0.2521339461588969,0.04778648414669223,5.0,7,6,480,3,2390,"(3, 7)",4280,13820,66680,"[630, 1600, 3690]",630,3690
202001010512,10,21.67,25.095110192138137,1.1580576922998678,1.9,85.8,5,0.17448836822654448,7.5,0.3461005999077065,7,False,1.3086627616990836,8,0.14875950242762778,1.9,4,1,7,0.025652255939863252,14.5,0.6691278264882325,0.0257288657989167,-5.6,10,9,1450,1,4440,"(1, 10)",9400,12670,83650,"[1410, 1950, 1200]",1200,1950
202001010412,14,40.18571428571429,54.22021844212809,1.3492411272481215,3.1,185.1,7,0.17041968890397075,4.8,0.11944543192321364,10,False,0.8180145067390595,5,0.15703129941413596,6.5,8,3,4,0.09966903101573128,3.1,0.07714184145040881,0.013388389489834784,1.7000000000000002,9,4,310,3,2480,"(3, 9)",3650,8690,33570,"[880, 860, 2110]",860,2110
